id,host_id,host_name,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
18526023,90042600,Kaarn,8/15/16,within an hour,100%,t,1,West Queen Anne,Queen Anne,98119,47.63506,-122.36287,Apartment,Entire home/apt,4,1,1,2,$125.00 ,86,99,t,strict_14_with_grace_period,2.99
18526509,54348330,Anne,1/12/16,within an hour,100%,t,2,Pike-Market,Downtown,98101,47.6095,-122.33963,Condominium,Entire home/apt,2,1,1,2,$165.00 ,28,99,f,strict_14_with_grace_period,1.01
18527372,28420265,Sherry,2/26/15,within an hour,100%,t,12,Minor,Central Area,98122,47.60215,-122.31443,Townhouse,Entire home/apt,8,2,3,4,$400.00 ,123,95,t,strict_14_with_grace_period,4.27
18529139,17569731,Grant,7/2/14,N/A,N/A,t,1,Fremont,Other neighborhoods,98107,47.65721,-122.35855,Guest suite,Entire home/apt,2,1,0,2,$230.00 ,35,99,f,strict_14_with_grace_period,1.24
18529198,84891625,Lisa Yoga,7/20/16,within an hour,100%,t,2,Greenwood,Other neighborhoods,98103,47.70042,-122.34786,House,Entire home/apt,5,1,2,2,$160.00 ,24,88,f,moderate,0.86
18544386,8270490,Sarah,8/20/13,within a few hours,100%,f,1,Phinney Ridge,Other neighborhoods,98103,47.67257,-122.35578,House,Entire home/apt,5,1,2,3,$175.00 ,10,100,t,moderate,0.35
18545927,18296584,Tom,7/18/14,within an hour,100%,t,1,East Queen Anne,Queen Anne,98109,47.64138,-122.35213,House,Private room,2,1,1,1,$80.00 ,99,97,t,flexible,3.47
18560401,17976114,Chez,7/11/14,within an hour,100%,t,4,Adams,Ballard,98107,47.67303,-122.37895,Townhouse,Private room,2,1,1,1,$74.00 ,64,99,t,strict_14_with_grace_period,2.23
18561607,48840948,Rose,11/12/15,within an hour,80%,t,1,Green Lake,Other neighborhoods,98115,47.68042,-122.3219,Townhouse,Private room,2,1,1,1,$80.00 ,193,97,f,moderate,6.79
18570456,10555118,John,12/10/13,within an hour,100%,f,5,Broadway,Capitol Hill,98122,47.61824,-122.32504,Apartment,Entire home/apt,5,1,2,4,$200.00 ,183,93,t,moderate,6.35
18579089,114353388,Stay Alfred,2/1/17,within an hour,98%,f,1728,Belltown,Downtown,98121,47.61467,-122.35302,Apartment,Entire home/apt,5,2,2,3,"$1,002.00 ",6,93,t,strict_14_with_grace_period,0.25
18583194,85371663,Adam,7/22/16,N/A,N/A,f,1,Fremont,Other neighborhoods,98103,47.65442,-122.35672,Townhouse,Private room,2,1.5,1,1,$90.00 ,0,,t,flexible,
18583449,31593126,Jenna,4/20/15,N/A,N/A,f,1,East Queen Anne,Queen Anne,98109,47.6288,-122.34489,Apartment,Entire home/apt,2,1,1,1,$89.00 ,1,100,f,strict_14_with_grace_period,0.04
18585869,10439112,Brian,12/7/15,within a day,100%,f,2,North Beacon Hill,Beacon Hill,98144,47.5756,-122.3092,Townhouse,Private room,2,1,1,1,$100.00 ,11,100,f,moderate,0.4
18587647,12938320,Karin,3/8/14,within an hour,100%,f,1,Stevens,Capitol Hill,98112,47.625,-122.30026,Guesthouse,Entire home/apt,2,1,0,1,$99.00 ,59,99,f,strict_14_with_grace_period,2.14
18598023,129153323,Jason,5/6/17,within an hour,100%,f,1,Whittier Heights,Ballard,98117,47.67905,-122.36704,Apartment,Entire home/apt,4,1,1,1,$97.00 ,166,95,f,strict_14_with_grace_period,6.01
18599695,90531582,Richard,8/17/16,within a few hours,100%,t,1,University District,University District,98105,47.66438,-122.30459,Apartment,Entire home/apt,2,1,1,1,$85.00 ,52,94,f,moderate,1.85
18599874,19933143,Auston,8/13/14,N/A,N/A,f,1,Columbia City,Rainier Valley,98118,47.5579,-122.28324,Guest suite,Entire home/apt,2,1,0,1,$100.00 ,12,87,t,moderate,0.42
18615279,29540236,Marisa,3/17/15,within a day,100%,t,1,University District,University District,98105,47.6672,-122.311,Guesthouse,Entire home/apt,3,1,0,2,$84.00 ,44,99,f,flexible,1.66
18630803,17162606,Corey And Felie,6/23/14,within an hour,100%,t,1,North Beacon Hill,Beacon Hill,98144,47.57331,-122.30507,Guest suite,Entire home/apt,2,1,0,1,$99.00 ,97,98,t,moderate,3.41
18633109,105567017,Tawnyel,11/29/16,N/A,N/A,f,1,Maple Leaf,Northgate,98115,47.69082,-122.3211,Guest suite,Entire home/apt,4,1,1,3,$95.00 ,40,99,t,flexible,1.96
18633658,10997195,Katy,1/3/14,N/A,N/A,f,2,West Woodland,Ballard,98107,47.66516,-122.36213,House,Entire home/apt,6,2,3,4,$325.00 ,11,100,t,flexible,0.42
18635270,95016161,Douglas,9/13/16,within a few hours,100%,f,1,Lawton Park,Magnolia,98199,47.65537,-122.38794,House,Entire home/apt,10,3.5,5,5,$899.00 ,23,99,t,moderate,0.83
18636268,14062900,Shawn,4/8/14,within an hour,100%,t,7,Yesler Terrace,Downtown,98122,47.60506,-122.31905,Apartment,Entire home/apt,5,1,3,3,$350.00 ,46,97,t,strict_14_with_grace_period,1.68
18637918,3557909,Matthew,9/13/12,within an hour,100%,t,1,Adams,Ballard,98107,47.67234,-122.38138,Guesthouse,Entire home/apt,2,1,1,2,$110.00 ,67,96,t,moderate,4.1
18638117,10681352,Kelly,12/17/13,within an hour,100%,f,2,Pioneer Square,Downtown,98104,47.5993,-122.33404,Loft,Entire home/apt,4,1,1,2,$140.00 ,194,93,f,strict_14_with_grace_period,6.99
18638163,39075448,Miz,7/20/15,within an hour,100%,t,2,East Queen Anne,Queen Anne,98109,47.64083,-122.35525,House,Entire home/apt,2,1,0,2,$113.00 ,103,98,t,moderate,3.61
18649917,20177429,Joel And Amanda,8/17/14,within an hour,100%,t,1,Columbia City,Rainier Valley,98118,47.55811,-122.28951,House,Entire home/apt,13,2.5,5,11,"$1,079.00 ",26,98,f,strict_14_with_grace_period,0.94
18651789,5459252,Jane,3/14/13,N/A,N/A,f,1,West Queen Anne,Queen Anne,98119,47.63845,-122.36069,Guesthouse,Entire home/apt,2,1,0,1,$120.00 ,31,87,f,moderate,1.09
18657190,12940195,Amanda,3/9/14,within an hour,100%,t,1,Genesee,West Seattle,98126,47.56461,-122.38006,House,Entire home/apt,4,1,1,1,$88.00 ,85,95,f,flexible,2.99
18659557,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Belltown,Downtown,98101,47.61694,-122.33279,Apartment,Entire home/apt,4,2,3,2,$600.00 ,6,87,t,strict,0.22
18668672,4820947,Ewan And Leya,1/23/13,within an hour,100%,t,1,Roosevelt,Other neighborhoods,98115,47.67805,-122.31404,Guesthouse,Entire home/apt,3,1,0,2,$95.00 ,75,99,f,moderate,2.63
18670293,7916599,Brooke,8/3/13,a few days or more,0%,f,1,Broadway,Capitol Hill,98122,47.61545,-122.31687,Apartment,Entire home/apt,2,1,1,1,$0.00 ,6,100,f,strict_14_with_grace_period,0.22
18672990,1838818,Kia,3/1/12,within an hour,100%,t,10,Pioneer Square,Downtown,98104,47.59989,-122.33132,Loft,Entire home/apt,4,1,0,2,$140.00 ,104,97,f,moderate,3.62
18673405,14062900,Shawn,4/8/14,within an hour,100%,t,7,Minor,Central Area,98122,47.60338,-122.31491,Apartment,Entire home/apt,5,1,2,3,$400.00 ,114,96,t,strict_14_with_grace_period,4.19
18673495,14062900,Shawn,4/8/14,within an hour,100%,t,7,Minor,Central Area,98122,47.60371,-122.31628,Apartment,Entire home/apt,5,1,2,5,$350.00 ,33,94,t,strict_14_with_grace_period,1.2
18673583,1262470,Yaicha & Robert,10/8/11,N/A,N/A,f,1,North Queen Anne,Queen Anne,98119,47.64083,-122.3729,House,Entire home/apt,4,1,2,2,$299.00 ,31,99,t,strict_14_with_grace_period,1.12
18673684,14062900,Shawn,4/8/14,within an hour,100%,t,7,Minor,Central Area,98122,47.6034,-122.31501,House,Entire home/apt,12,2,4,7,$725.00 ,3,100,t,strict_14_with_grace_period,0.11
18673880,14062900,Shawn,4/8/14,within an hour,100%,t,7,Minor,Central Area,98122,47.60244,-122.31647,House,Entire home/apt,16,3,6,12,$950.00 ,2,100,t,strict_14_with_grace_period,0.08
18690558,53552204,Randy,1/6/16,within an hour,100%,f,5,University District,University District,98105,47.66454,-122.30737,House,Private room,2,1.5,1,1,$60.00 ,62,92,t,strict_14_with_grace_period,2.24
18696029,28749142,Kasia,3/4/15,N/A,N/A,f,1,Belltown,Downtown,98121,47.61606,-122.34642,Apartment,Entire home/apt,2,1,1,1,$135.00 ,0,,t,flexible,
18707563,120802203,Kathleen,3/14/17,N/A,N/A,f,1,Madrona,Central Area,98122,47.60958,-122.2937,House,Entire home/apt,7,2,3,4,$220.00 ,5,96,f,moderate,0.19
18707840,23165254,Luxsle/Com,10/30/14,within an hour,99%,f,22,Columbia City,Rainier Valley,98118,47.56047,-122.28631,Townhouse,Entire home/apt,13,2.5,4,7,$499.00 ,37,95,t,strict_14_with_grace_period,1.31
18710230,130068736,George & Tedy,5/12/17,within an hour,100%,t,3,North Admiral,West Seattle,98116,47.57506,-122.38888,Apartment,Entire home/apt,6,1,2,4,$100.00 ,123,95,f,moderate,5.9
18717083,15206632,Oniel,5/7/14,N/A,N/A,f,1,Ravenna,Other neighborhoods,98115,47.6744,-122.30894,House,Private room,1,1,1,1,$35.00 ,1,80,f,flexible,0.04
18717442,60945852,Justin,2/29/16,N/A,N/A,f,1,First Hill,Downtown,98104,47.60492,-122.32783,Apartment,Entire home/apt,2,1,1,1,$140.00 ,0,,f,flexible,
18728930,17269911,Rob,12/8/15,within an hour,100%,t,7,Green Lake,Other neighborhoods,98103,47.67467,-122.3321,Apartment,Entire home/apt,4,1,2,3,$140.00 ,246,96,t,moderate,8.64
18733199,1363918,James,11/2/11,within an hour,100%,t,1,Minor,Central Area,98122,47.61335,-122.31254,Condominium,Entire home/apt,4,1,1,2,$149.00 ,179,100,t,moderate,6.61
18737568,17269911,Rob,12/8/15,within an hour,100%,t,7,Green Lake,Other neighborhoods,98103,47.67486,-122.33286,Apartment,Entire home/apt,2,1,0,2,$75.00 ,211,96,t,moderate,7.39
18738103,38688274,Sloan,7/16/15,within an hour,100%,t,2,Mann,Central Area,98112,47.62166,-122.29857,Townhouse,Entire home/apt,8,1.5,4,4,$300.00 ,72,98,t,strict_14_with_grace_period,2.63
18754709,8246601,Mallory,8/19/13,within a few hours,100%,f,1,Ravenna,Other neighborhoods,98115,47.67765,-122.30209,House,Entire home/apt,4,1,2,2,$110.00 ,6,87,f,moderate,0.21
18755477,8596840,Tyler,9/2/13,N/A,N/A,f,1,Madrona,Central Area,98122,47.6159,-122.29175,House,Entire home/apt,4,2.5,2,2,$399.00 ,14,99,f,moderate,0.53
18756184,23041519,Keegan,10/27/14,within an hour,100%,f,1,Fremont,Other neighborhoods,98103,47.65307,-122.35425,Townhouse,Private room,2,2.5,1,1,$125.00 ,15,94,f,moderate,0.52
18758081,9797126,Stephen,11/4/13,within an hour,100%,t,2,Atlantic,Central Area,98144,47.59668,-122.2998,Guest suite,Entire home/apt,4,1,1,2,$120.00 ,52,99,t,moderate,1.85
18768310,130597682,Matt And Gin,5/16/17,within an hour,100%,t,1,Mid-Beacon Hill,Beacon Hill,98108,47.55128,-122.29575,Guest suite,Entire home/apt,3,1,0,2,$100.00 ,67,98,f,moderate,2.39
18769302,11897734,Levi,2/3/14,N/A,N/A,t,1,Genesee,West Seattle,98116,47.56509,-122.38524,Guest suite,Private room,2,1,1,1,$55.00 ,103,96,f,moderate,3.73
18772284,18930841,Claudia,7/26/14,within an hour,100%,t,1,Sunset Hill,Ballard,98117,47.67647,-122.39731,House,Private room,2,1,1,1,$74.00 ,36,98,f,strict_14_with_grace_period,1.69
18773503,130475073,Mary Ellen,5/15/17,within a few hours,100%,t,1,Green Lake,Other neighborhoods,98115,47.68625,-122.32679,Guest suite,Entire home/apt,3,1,1,1,$95.00 ,93,98,f,moderate,3.32
18773999,18427272,Nguyen & Anh,7/20/14,N/A,N/A,f,1,North Queen Anne,Queen Anne,98119,47.64642,-122.36943,House,Entire home/apt,5,1,2,2,$300.00 ,14,99,f,strict_14_with_grace_period,0.5
18777600,130677755,Tophe,5/16/17,within an hour,100%,t,1,Windermere,Other neighborhoods,98115,47.67512,-122.26432,Apartment,Entire home/apt,2,1,0,1,$105.00 ,117,98,t,moderate,4.13
18790638,1414691,Jordan,11/16/11,within an hour,100%,f,4,Mann,Central Area,98122,47.60436,-122.30129,Apartment,Entire home/apt,4,1,1,2,$140.00 ,32,96,t,strict_14_with_grace_period,1.19
18793757,44147516,Greg,9/14/15,N/A,N/A,f,1,Broadview,Other neighborhoods,98177,47.71031,-122.36464,House,Entire home/apt,6,1.5,3,3,$100.00 ,10,92,f,strict_14_with_grace_period,0.36
18794271,14062900,Shawn,4/8/14,within an hour,100%,t,7,Minor,Central Area,98122,47.60334,-122.31489,House,Entire home/apt,14,2,4,9,$700.00 ,1,100,t,strict_14_with_grace_period,0.07
18794925,14062900,Shawn,4/8/14,within an hour,100%,t,7,Minor,Central Area,98122,47.60222,-122.31657,House,Entire home/apt,12,2,4,8,$690.00 ,1,100,t,strict_14_with_grace_period,0.07
18805419,2134209,Benjamin | Modern Fox Rentals,4/13/12,within an hour,100%,f,16,Broadway,Capitol Hill,98122,47.61775,-122.32288,Apartment,Entire home/apt,4,1,1,2,$135.00 ,192,94,t,moderate,6.87
18808283,130936311,Roman,5/18/17,within an hour,100%,t,1,Wallingford,Other neighborhoods,98105,47.65992,-122.32429,Apartment,Entire home/apt,4,1,2,2,$120.00 ,26,97,f,strict_14_with_grace_period,0.92
18810181,89728543,Madison,8/13/16,within a few hours,100%,f,1,First Hill,Downtown,98101,47.61301,-122.3284,Condominium,Entire home/apt,3,1,1,2,$150.00 ,16,100,f,strict_14_with_grace_period,0.57
18811147,130967142,Cheri,5/18/17,within an hour,100%,f,1,Laurelhurst,Other neighborhoods,98105,47.65934,-122.28472,Apartment,Entire home/apt,5,1,2,2,$155.00 ,122,96,f,moderate,4.32
18820154,75120355,Marc Anthony (Tony),5/31/16,within an hour,100%,t,1,Alki,West Seattle,98116,47.58744,-122.39566,House,Entire home/apt,7,1,2,4,$199.00 ,70,96,f,moderate,2.62
18823141,43904891,Jim & Cara,9/10/15,within an hour,100%,t,1,Roosevelt,Other neighborhoods,98115,47.68575,-122.30692,Guest suite,Entire home/apt,4,1,2,2,$105.00 ,145,99,t,moderate,5.48
18823333,16063650,Sarah & Mark,5/27/14,within an hour,100%,t,2,Fairmount Park,West Seattle,98136,47.55513,-122.38259,House,Entire home/apt,8,3,5,6,$399.00 ,11,100,t,strict_14_with_grace_period,0.41
18826999,77191391,Teri,6/12/16,within an hour,100%,f,2,Fremont,Other neighborhoods,98103,47.65285,-122.34711,Apartment,Entire home/apt,6,1,2,3,$139.00 ,38,92,f,strict_14_with_grace_period,1.5
18827148,10555118,John,12/10/13,within an hour,100%,f,5,Minor,Central Area,98122,47.61369,-122.31072,Apartment,Entire home/apt,2,1,0,1,$200.00 ,160,97,t,moderate,5.76
18828559,39755506,Jamal,7/27/15,a few days or more,0%,f,1,Alki,West Seattle,98116,47.57588,-122.41839,Condominium,Private room,2,1,1,1,$249.00 ,6,77,t,moderate,0.21
18829471,4035001,Jennifer,11/1/12,N/A,N/A,f,2,Broadway,Capitol Hill,98102,47.62808,-122.32038,House,Private room,2,1,1,1,$100.00 ,0,,t,flexible,
18837562,40113675,Yevgeniy,7/31/15,within an hour,100%,t,0,North Queen Anne,Queen Anne,98109,47.64767,-122.35495,Townhouse,Entire home/apt,6,3.5,3,4,$207.00 ,9,98,f,strict_14_with_grace_period,0.62
18841912,8516466,Laura,8/29/13,N/A,N/A,f,1,Mid-Beacon Hill,Beacon Hill,98108,47.55235,-122.31234,Apartment,Private room,2,1,1,1,$43.00 ,5,96,t,flexible,0.18
18849203,17269911,Rob,12/8/15,within an hour,100%,t,7,Green Lake,Other neighborhoods,98103,47.67356,-122.33344,House,Entire home/apt,16,4,6,10,$500.00 ,36,99,t,strict_14_with_grace_period,1.41
18855786,58181577,Trish,2/10/16,within an hour,100%,t,1,Southeast Magnolia,Magnolia,98199,47.64528,-122.39709,Guest suite,Entire home/apt,2,1,1,1,$114.00 ,64,98,t,moderate,2.4
18858208,33152477,Nadia,5/11/15,within an hour,100%,t,1,Phinney Ridge,Other neighborhoods,98103,47.68142,-122.34558,House,Private room,2,1,1,1,$50.00 ,58,98,f,moderate,2.11
18858940,347674,Steve,1/14/11,within an hour,100%,t,1,Fremont,Other neighborhoods,98103,47.66102,-122.34586,Apartment,Entire home/apt,2,1,1,1,$99.00 ,39,94,t,moderate,1.5
18870917,91859285,Vickie,8/25/16,N/A,N/A,f,1,Greenwood,Other neighborhoods,98133,47.70391,-122.34764,House,Private room,2,1,1,1,$90.00 ,9,100,f,moderate,0.32
18871432,23165254,Luxsle/Com,10/30/14,within an hour,99%,f,22,Belltown,Downtown,98121,47.61387,-122.34844,Loft,Entire home/apt,10,2,3,5,$599.00 ,34,93,t,super_strict_60,1.28
18873273,11943757,Kari,2/4/14,N/A,N/A,t,2,Fremont,Other neighborhoods,98103,47.65968,-122.3517,Townhouse,Private room,2,1,1,1,$65.00 ,69,98,f,moderate,2.65
18873690,57060936,Linda,2/1/16,within an hour,90%,f,1,Fremont,Other neighborhoods,98103,47.6546,-122.35219,House,Private room,2,1,1,1,$101.00 ,46,94,t,moderate,1.65
18875154,31036041,Marlee,4/11/15,within an hour,100%,f,3,Gatewood,West Seattle,98136,47.5466,-122.38235,House,Private room,2,2,1,1,$54.00 ,78,95,f,moderate,2.76
18876264,23165254,Luxsle/Com,10/30/14,within an hour,99%,f,22,Belltown,Downtown,98121,47.61572,-122.34663,Serviced apartment,Hotel room,8,2,3,5,$599.00 ,33,95,t,super_strict_60,1.25
18878479,2166094,Nicole,4/18/12,within an hour,100%,f,1,Brighton,Rainier Valley,98118,47.53449,-122.28006,House,Private room,2,2.5,1,1,$85.00 ,47,98,f,moderate,1.81
18879484,32138006,Yuehua,4/28/15,within an hour,100%,f,1,Bryant,Other neighborhoods,98115,47.67297,-122.28458,Guest suite,Entire home/apt,4,1,1,1,$109.00 ,67,95,f,flexible,2.4
18880057,21401856,Nick,9/16/14,within a day,100%,f,2,West Queen Anne,Queen Anne,98119,47.63787,-122.35981,House,Entire home/apt,4,1.5,4,5,$275.00 ,3,100,f,strict_14_with_grace_period,0.12
18895355,131674050,Scott,5/23/17,within an hour,100%,t,1,Belltown,Downtown,98121,47.61686,-122.34595,Condominium,Entire home/apt,3,1,0,2,$115.00 ,180,98,f,strict_14_with_grace_period,6.54
18895378,3750633,Alex,10/3/12,within an hour,100%,f,2,Wallingford,Other neighborhoods,98105,47.65551,-122.32602,Apartment,Private room,2,1,1,1,$103.00 ,21,90,f,moderate,0.76
18901189,31788701,Tanya,4/23/15,N/A,N/A,f,1,Atlantic,Central Area,98144,47.58945,-122.30645,House,Private room,3,3,1,2,$60.00 ,26,88,t,moderate,0.93
18910157,29517730,Marilyn,3/17/15,within an hour,100%,t,3,Minor,Central Area,98122,47.61052,-122.3038,House,Private room,2,1,1,1,$58.00 ,18,99,t,strict_14_with_grace_period,0.7
18913771,73679032,Bin,5/24/16,N/A,N/A,f,1,Pinehurst,Northgate,98125,47.71621,-122.31844,Townhouse,Private room,2,1,1,1,$60.00 ,0,,f,flexible,
18916170,13461692,Christine,3/23/14,N/A,N/A,f,1,Central Business District,Downtown,98101,47.61118,-122.3396,Condominium,Entire home/apt,2,1,0,1,$150.00 ,0,,t,flexible,
18918233,65538154,Tola And Slawek,4/3/16,within an hour,100%,t,2,Arbor Heights,West Seattle,98146,47.50209,-122.37891,House,Private room,1,1,1,1,$31.00 ,177,98,t,flexible,6.37
18919033,99012938,Resa,10/10/16,within an hour,82%,f,4,International District,Downtown,98104,47.60025,-122.32602,Apartment,Entire home/apt,2,1,0,1,$85.00 ,82,94,t,strict_14_with_grace_period,2.96
18929823,128989620,Sheila,5/5/17,within a few hours,100%,t,1,Broadview,Other neighborhoods,98177,47.71776,-122.36649,House,Entire home/apt,4,1,2,2,$125.00 ,49,98,f,strict_14_with_grace_period,1.76
18930466,16831905,Cindy,6/15/14,within an hour,100%,f,1,Wallingford,Other neighborhoods,98103,47.65999,-122.33374,Guest suite,Entire home/apt,6,1,2,2,$170.00 ,131,94,f,strict_14_with_grace_period,4.62
18932252,61877744,Kortnee,3/6/16,within an hour,100%,t,1,North Admiral,West Seattle,98126,47.57495,-122.37361,House,Entire home/apt,2,1,0,1,$90.00 ,78,98,t,moderate,2.81
18934440,34298557,Sue,5/26/15,within an hour,100%,t,1,Montlake,Capitol Hill,98112,47.64072,-122.29949,Guest suite,Entire home/apt,2,1,1,1,$115.00 ,71,99,f,flexible,2.51
18935373,39771250,Hanjing,7/28/15,within an hour,100%,t,1,Maple Leaf,Northgate,98115,47.69949,-122.31944,Townhouse,Private room,2,1,1,1,$89.00 ,28,100,f,moderate,1.01
18943180,44468800,Greg,9/17/15,within an hour,100%,t,3,Fremont,Other neighborhoods,98103,47.65178,-122.34872,Apartment,Entire home/apt,4,1,1,2,$99.00 ,120,92,f,moderate,4.26
18945014,4037804,Yen,11/2/12,within an hour,100%,t,2,North College Park,Northgate,98103,47.70006,-122.3377,House,Private room,1,1,1,1,$54.00 ,12,98,t,strict_14_with_grace_period,0.45
18947566,4962900,Stay Alfred,2/4/13,within an hour,98%,f,1795,Central Business District,Downtown,98101,47.60687,-122.33759,Apartment,Entire home/apt,6,2,2,3,$999.00 ,36,95,t,strict_14_with_grace_period,1.41
18947834,4962900,Stay Alfred,2/4/13,within an hour,98%,f,1795,Belltown,Downtown,98121,47.61556,-122.35389,Apartment,Entire home/apt,5,2,2,3,$999.00 ,8,90,t,strict_14_with_grace_period,0.37
18950581,43629609,Om,9/7/15,N/A,N/A,f,3,Mann,Central Area,98122,47.61149,-122.29889,Tiny house,Private room,1,0,1,2,$70.00 ,3,90,f,flexible,0.2
18950820,60002792,Phyllis,2/23/16,N/A,N/A,f,1,Genesee,West Seattle,98116,47.56591,-122.38326,House,Entire home/apt,3,1,2,2,$95.00 ,13,95,f,moderate,0.5
18959003,679836,Lisa,6/8/11,N/A,N/A,f,1,Adams,Ballard,98107,47.67115,-122.38122,House,Entire home/apt,6,2,3,3,$190.00 ,15,97,f,strict_14_with_grace_period,0.57
18959886,74305,Seattle Oasis,1/27/10,within an hour,98%,t,57,First Hill,Downtown,98101,47.61153,-122.32625,Loft,Entire home/apt,6,2,2,2,$150.00 ,62,97,f,strict_14_with_grace_period,2.46
18961414,791011,D & J,7/7/11,within an hour,100%,f,5,Belltown,Downtown,98121,47.6177,-122.35152,Apartment,Entire home/apt,2,1,1,1,$169.00 ,1,100,f,strict_14_with_grace_period,0.04
18979238,2309350,Michelle,5/7/12,within an hour,100%,f,2,Loyal Heights,Ballard,98117,47.6898,-122.39217,Townhouse,Entire home/apt,3,1.5,1,2,$139.00 ,25,97,t,moderate,0.93
18979781,31604886,Elon,4/20/15,within an hour,100%,t,1,Central Business District,Downtown,98101,47.60953,-122.33631,Condominium,Entire home/apt,3,1,1,1,$145.00 ,154,99,t,flexible,5.51
18992520,12362661,Erin,2/18/14,N/A,N/A,f,2,Montlake,Capitol Hill,98112,47.64244,-122.3022,House,Shared room,1,3,1,1,$44.00 ,0,,f,strict_14_with_grace_period,
18992679,5685882,Mark,3/29/13,within a few hours,100%,t,1,Seward Park,Seward Park,98118,47.54437,-122.26375,Guest suite,Entire home/apt,6,2,3,4,$186.00 ,20,99,f,strict_14_with_grace_period,0.73
18994983,29003959,Ashley & Blake,3/8/15,within an hour,100%,t,1,Minor,Central Area,98122,47.60297,-122.31452,Townhouse,Entire home/apt,8,2,3,3,$90.00 ,142,99,f,strict_14_with_grace_period,5.07
18996968,3653501,Cara,9/23/12,within an hour,100%,t,1,Portage Bay,Capitol Hill,98102,47.64944,-122.32128,Apartment,Entire home/apt,3,1,1,2,$115.00 ,71,100,t,flexible,2.53
18997563,2899027,Danica,7/11/12,within an hour,100%,f,0,Belltown,Downtown,98121,47.6164,-122.34677,Condominium,Entire home/apt,3,1,1,2,$115.00 ,3,93,t,flexible,3
18997647,94689355,Danielle,9/11/16,N/A,N/A,f,2,Central Business District,Downtown,98122,47.61476,-122.33193,Apartment,Entire home/apt,4,1,1,1,$200.00 ,12,95,t,flexible,0.44
18999505,41096292,Lizzy,8/10/15,N/A,N/A,f,1,Roxhill,Delridge,98126,47.52992,-122.36893,House,Entire home/apt,4,1,2,2,$140.00 ,7,91,t,flexible,0.25
19000214,9008183,Candace,9/23/13,N/A,N/A,t,1,Stevens,Capitol Hill,98122,47.61666,-122.31028,Apartment,Entire home/apt,2,1,1,1,$120.00 ,43,98,t,moderate,1.54
19015514,110082609,Scott,1/5/17,N/A,N/A,f,2,Broadway,Capitol Hill,98122,47.61532,-122.32382,Apartment,Entire home/apt,3,1,0,1,$90.00 ,150,95,t,moderate,5.54
19018523,132702642,Mark + Kate,5/30/17,within an hour,100%,t,2,Lawton Park,Magnolia,98199,47.65059,-122.40114,Guesthouse,Entire home/apt,5,1,2,2,$195.00 ,68,97,t,moderate,2.45
19039326,53978309,Beth,1/9/16,within an hour,100%,t,3,North Delridge,Delridge,98126,47.56527,-122.37099,Townhouse,Private room,2,1,1,1,$89.00 ,98,96,f,flexible,3.61
19039988,55462923,Zoe,1/20/16,N/A,N/A,f,1,Broadway,Capitol Hill,98112,47.62338,-122.31384,Apartment,Entire home/apt,2,1,1,1,$112.00 ,3,100,f,flexible,0.12
19051090,48643825,Melissa,11/10/15,within an hour,100%,f,1,West Woodland,Ballard,98107,47.66978,-122.36702,House,Entire home/apt,4,1,1,1,$120.00 ,18,94,t,flexible,1.73
19052123,62164392,David,3/8/16,within an hour,89%,t,1,North College Park,Northgate,98133,47.70483,-122.34204,House,Entire home/apt,6,1,2,2,$59.00 ,52,99,f,moderate,1.95
19052688,8373933,Debby,8/25/13,within an hour,100%,t,1,Columbia City,Rainier Valley,98108,47.56892,-122.29623,Tiny house,Entire home/apt,2,1,0,1,$80.00 ,60,97,t,moderate,2.16
19055403,133015453,Janet,6/1/17,within an hour,100%,t,1,North Beach/Blue Ridge,Other neighborhoods,98117,47.69166,-122.39501,House,Entire home/apt,4,1,1,3,$150.00 ,75,97,t,moderate,2.7
19059477,67620488,Sarah,4/17/16,within an hour,100%,f,1,Columbia City,Rainier Valley,98118,47.56563,-122.29028,Guest suite,Entire home/apt,2,1,1,1,$99.00 ,25,97,t,moderate,0.97
19071819,40547123,Jenifer,8/4/15,N/A,N/A,f,1,Arbor Heights,West Seattle,98146,47.51133,-122.38381,House,Entire home/apt,5,1,4,3,$175.00 ,2,100,f,moderate,0.08
19083448,48948165,Nathan,11/13/15,N/A,N/A,f,1,First Hill,Downtown,98122,47.61403,-122.3245,Apartment,Entire home/apt,2,1,0,1,$105.00 ,8,96,t,moderate,0.29
19085122,24208222,Jennifer,11/26/14,N/A,N/A,f,1,Alki,West Seattle,98116,47.57893,-122.40735,Townhouse,Entire home/apt,6,3.5,3,4,$125.00 ,2,100,f,moderate,0.07
19085251,3249826,Kate,8/13/12,N/A,N/A,f,1,North Beacon Hill,Beacon Hill,98144,47.58593,-122.31717,Apartment,Private room,2,1,1,1,$100.00 ,10,94,t,moderate,0.36
19085635,133284367,Anna,6/3/17,N/A,N/A,f,2,Southeast Magnolia,Magnolia,98199,47.64283,-122.38562,Townhouse,Private room,2,1,1,1,$60.00 ,49,100,f,flexible,1.77
